title,link,published,source,region,country_code
6g redan 2028 om Samsung får bestämma - Ny Teknik,https://news.google.com/rss/articles/CBMiggFBVV95cUxQNVNqRzF1TDdPX0htaDZUNUdoQWI5eGVDcHQ5eE9OaEdiSldqcTl1d0I1bUxlckI1WGdWOFA5bzBhMnRTNHlQOTNPckdET1U2Vmw2bjZmRUs3REgxY3YwV0YyT09EYl9kZXJTbnR6bThqSHdTYlA4eURReTkySHpsY3pn?oc=5,2020-07-15 08:00:00,Ny Teknik,Sweden,SE
Kapplöpningen har startat - Elektroniktidningen,https://news.google.com/rss/articles/CBMigAFBVV95cUxQNkd4TmRXcGw5Tlg3N3Y2NkY4YUNZOEVoVFYtRmplNkhfOUlaWWJjUDdGY2dGcDRjSTlCMUVlTDFzcl9OakhZN0JKSDFJMDN3d2pTd3V0N0drdWgyMW54UFJqWVBIRnU4RGlXR3VmWUxLVXUtMjdldTNtUUIwd0VCUg?oc=5,2020-02-11 08:00:00,Elektroniktidningen,Sweden,SE
"Ovzon, Ericsson och Saab medverkar i projekt för framtidens mobila kommunikationslösningar - Börsvärlden",https://news.google.com/rss/articles/CBMivwFBVV95cUxOYmo2aHFHSG9oaVZkTV9MS2pGREVhYzM1eGlxdDZ2VldNOHpBUy1keGx1TEIyZnlKWEh5Q3RRZ2xnaDRPUjFZbzR3RWoxdHY1SXpXRk5QeDJIdXo3Mm5oV3h6TEMySHhqcGxwZXRDbDVldDdUejFEdVhndkhwQlNFRElhdHhiMTJYQWd0a1g4UlZSOE9VbXhrWWFjZDNDMnpnTFVPTGhSa2RoTlk0VVZnNnVBVXRtSzZ2TlE1c0lHdw?oc=5,2025-01-02 08:00:00,Börsvärlden,Sweden,SE
Nokia leder EU:s 6G-projekt Hexa-X. Ska utvecklas tillsammans med bland andra Ericsson och Chalmers. - feber.se,https://news.google.com/rss/articles/CBMidkFVX3lxTE5lbmlEZFpiQ1dfdUIwMWhoaGE0MEdCWjBNMXdXVmVzekNjbWRJX2VRenNXZ1VmXzdXNzE3WnU3bmJOTm40VFI0dHVUZHdxd1M3RW12OXZkZlk5b0JRanN3RGU3RlVjNklfYzlkYVRQY212MElLR1E?oc=5,2020-12-08 11:25:57,feber.se,Sweden,SE
Glöm 6G – alla skulle ha egen telefontråd - SvD,https://news.google.com/rss/articles/CBMidkFVX3lxTFBzU19kdFQ2TlMyQ3IwX2FWYkpWMEJZbHVPUlFYVXp5RldIV0xRM1lOOE5YWldiY0FjeGJaREpLd2ZyRUwtZTF5S25Ib01ua0hCbk84bHRtV1VxXzFxT001S2R6aEpuam1pY3dOanZHZGY3QkJTSGc?oc=5,2019-12-02 08:00:00,SvD,Sweden,SE
"""Om tio år kan vi ha hologrammöten och radiostyrda stridsvagnar"" – Heidi från Kvevlax en av dem som tar fram 6G-teknik - Vasabladet",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNZXlWUmNTMW5DSlF2dFhucTFXb0JiVm91dHdzVjJYMG1WV1RJeG5lWkw4ZEtuRXZEdC1BNVdQX0VoUS05YzVWRGZJcUZoa2NrQ09aMWJDSG54bGpWVlVkQXF1ZFF2c2dVNlZSQVZLSnhEdjdpWEFFYV9CdGlwS0hQbVJsOXVJdWdiNHRPb09PX0xOajZOUXppYl9oTFE1Zk4yVG1hT2NoeUFkNkkybG96OFlwdkpYLUszNW14R1hXbklqc05pZUhDSVVWcUhPMzBzT3RlY1FHYS1rclNtdzEzSWhB?oc=5,2023-01-03 08:00:00,Vasabladet,Sweden,SE
”5 viktiga telekomtrender att ha koll på 2025” - Techtidningen,https://news.google.com/rss/articles/CBMibEFVX3lxTE56aGZSOXlwMWRiVU5XeTIwbnA0eGkwNzl2VjV0ZlU2TVp4OTBuV28xQXpzb09XYjRla2p5cFJtdjRDM05HZXhsTXIwTDJ4ZlZYQlZVX0pXQTliR1NCZWJtblUzR19KaWRGX1M4MA?oc=5,2024-12-18 08:00:00,Techtidningen,Sweden,SE
Ericsson: ”80 procent av all trafik kommer att gå via 5g 2030” - Techtidningen,https://news.google.com/rss/articles/CBMijgFBVV95cUxNR1J2alh1RW8tYlJhV1M1cVZleWVLT0hnY0lkWFkyTVowTmdOdVhBamZ0NWpIanV5VXo4S3hhdHdmRVdsTnQ2cGwyeXhjbnl1S2NuOVozRml0R21iV0NPNkRQMDdrdTVPRmFxNHVWb2xoaVFpcXlnWjNPZGdROElVTE9ZcmpuRnZPMHZ5bVpR?oc=5,2024-11-28 08:00:00,Techtidningen,Sweden,SE
"Skoterkafé drog mycket folk: ""Vykortsvackert i dag"" - Folkbladet",https://news.google.com/rss/articles/CBMinAFBVV95cUxOdU1DSERib1hKRzY1SzBqZGxKOEpYUk1LMW1tMEY3MjlQTFF4dDVUNWd3bHZlMmNNN1B1NVVwekhteG4xNTZocE1TVW5uakVfUHQ5WTRSLTY5QTEwaTJrZFFNYmVTaWpfekVSVWlCaWo4VkdtckJ5ZTlDLTJlbEJNVlE3dGNReFZuNGw2MV9wVHNYRVhpdTFRblVwTjc?oc=5,2023-01-21 08:00:00,Folkbladet,Sweden,SE
Möt BeammWaves VD i Ny Tekniks senaste podd - IPO.se,https://news.google.com/rss/articles/CBMia0FVX3lxTFBydXBfdm5VVDlXVzhwbHc2dGgwRi1SZ2ltUDdUdS1haTJwbkN1OWFWU0tLNXJ4c2NlTzR2QUx0dU10aGFvMlByaXB2NnZkZW9qbEJwY1Rsb2J4M1l2dDdoQ1I5UXB4eklwSVZF?oc=5,2022-05-31 08:00:00,IPO.se,Sweden,SE
Ekebackenskolans elever berättar själva om äventyret på Lilla Aktuellt - Smålänningen,https://news.google.com/rss/articles/CBMirwFBVV95cUxQOWJwQTRYUVloZGpQZS1jT1drbEJDMGZzdnlha3Y4YTZubmhfcFF4WFNWSV9WM1hta1JJa0FPSVIwbU5tWFBHUTVGZkRQeTJ5eUpkTlpJQURESjVMVEJaY3pSNGJweko1UVhMVXpkdmF0akM4RmlrNGx0dVJtVXJLXzJweGRfbmZ6Y3F3VkFkR2FQdS00RGV6RmdUVVRVVzQyakxsWmVzc2FaSTJZQmJB?oc=5,2020-10-07 08:00:00,Smålänningen,Sweden,SE
Störst i Sverige: Över 10 000 på Ericsson ägnar sig åt framtiden - Ny Teknik,https://news.google.com/rss/articles/CBMipAFBVV95cUxQSUozNDctbmNiZlAtdzRRM3RienBCRWlOYUJndlA3eFlFRk1XQzBnM2ZyTUlOUGI3dHcycmJLYzNVLURzQzQ2eVFjQm8zbVB0Q1RCWE9oWmtBUDB5OVFnWmVaczRkVjROVk5janhKT1lNYl9henk5VWx5YWtwaVpwYVkyUkRrYmJIRXl3Q2VSX25EZUpWeXZ0T3NZb21vQ2xwc080UA?oc=5,2021-11-19 08:00:00,Ny Teknik,Sweden,SE
Nikons nya 80-400 VR i händerna på en naturfotograf - Fotosidan,https://news.google.com/rss/articles/CBMilgFBVV95cUxNdkpkS29rUFBLcUk3VEQtTE5ZSTMzT195NlBtVk1EV0JDVEphckdGc1d1TkpqdlhhdVhMbTU4NnBHaEt6U1ZsYXpUdC1zYWkxYUpsMjJUc3dQRFdCZTV6cHdPWVpyOFFkVUw4S0FUek9jX2tLc1duWExsa0FialRDZ0pCRmE4QWhoQ0ZyM1dkdjh0U0NOX2c?oc=5,2013-10-09 08:00:00,Fotosidan,Sweden,SE
"Första intryck av Nikon Coolpix A och AF-S 80-400/4,5-5,6G VR - Fotosidan",https://news.google.com/rss/articles/CBMijgFBVV95cUxQdEpienRfdGxlN3hTTUZTTjhwcEhPMWRvV3ppMlRkM09HaUZ4cDN4WmNZS3l5cEpGYWdPNkozNVpTNUhNUnNldFg4Q3dqVTNEMXJPOFNfdHF3bFZwNUZLdmN3MmVTTTBHbEZUX040eUFJV0hiZmJNU2x1WVhMRFRwTkxXYWpIalpEN1lEU25B?oc=5,2013-03-05 08:00:00,Fotosidan,Sweden,SE
Nvidia investerar 1 miljard dollar i Nokia för att förbättra AI-driven uppkoppling och 6G-innovation - https://www.notebookcheck.se/Baerbara-datorer-laptops-tester-och-nyheter.69180.0.html,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPb2xHNGVwU0d6NUdNYU1yQU55bU43TXNOU0ZUU0EwTGNBb2lJblFVZG4tRW9adDZ2Q0xOTVc3ZFp5bmZIbjJCMUVaUzNLUzdoZ21zeVV6bW1SV2Y3NW1IbFlSSkc4cEd4OXIzZk5FbEdQbG9aLVdWVDVXeFUtSDZuNzhDYkdmSFROcl80UENBeWVoQi1NV0JKY01SVmxqNEdTdzNNRlJoMXBnajAwWUI5VnprZnpoR3RNMzE5SnhvR0llZEV2NjZMSDkxeEM5OFc1Q2htWkpMcDVhV1QwSmNxeQ?oc=5,2025-10-29 07:00:00,https://www.notebookcheck.se/Baerbara-datorer-laptops-tester-och-nyheter.69180.0.html,Sweden,SE
6G chockar i test – 500 gånger snabbare än 5G - Nu.se,https://news.google.com/rss/articles/CBMiakFVX3lxTFBkYk84OFZaMWM2ZkVkaEJrZzRuRFozcktMMkZraGdjVG03SXpZakNLR245Q0gzandONklDczQydjNWVjZxaFNqQ0VldDREbXFsU1pkMlF1VHY2TWlKZW1MaDZROFhiNzhiS2c?oc=5,2024-05-08 08:00:00,Nu.se,Sweden,SE
5G-kompromisset Ericsson angrer på - Digi.no,https://news.google.com/rss/articles/CBMihAFBVV95cUxPQ3oyX3pRM2F3VzVkRTVyay1WN1prek13enRCaHkxeFJaTW8tbzZBbWVxaUZTbjZ3M3lvSWVoVWNRemRrTXoxcHh0aVEwYlZDU2lxUU95TGpoRVpUVFNTVFNscENYQjQ5ZTNNNC1Ld2VPbkNVb21SalRhQmExVmpzMnJUYlk?oc=5,2025-09-15 08:00:00,Digi.no,Norway,NO
5G og personvern - Datatilsynet,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNSGktdm8wRUpYRzdZR1lfdzJ2WThLcERiQUVBSlZVMzljNkZPMWhuRUo4RmxVc0RoamNsMjJhNVhVcUYxQ3U4SDJsLS1JTWFhVEEyV1ZKTktMZ2p6VVUtODVhb3ctVDhzRC1laXJpYUdmaGRnYVM2T2Z3Vy1WdHRPOTVvdGVNZk83QTVWcFN0dXhVUFotRjh1eUpMM245ajVuaTMxMVAtcDZJY1E?oc=5,2023-06-22 08:00:00,Datatilsynet,Norway,NO
6G på vei: Forskere bidrar til raskere og bedre mobil kommunikasjon - Forskning.no,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQSkZXbmlmWnFCN2tPZzJpWVFkUHpHSVBVVEZXU1NSOW9WYTduazFKSWtpeEItdHV4MXF3OUVDZDNQQU1JbHlSQjkxbkVnYXlGczJJSXZWb3l4VVZ6NzhQcldsTk55djVJNUxUbkdIVVNGT2hKdHlnc0ZxcUh2VWRQWTRrX1gtY2I2R3VJdzlVZWRNQUZPZzRmMllvaEhPSnFKOEVuM0NIQUxiQmNpUXRpY0lGczRvd25WdHUzX2tDbjEyajR0UDBtaWYzbTF3TVAwVnZTaA?oc=5,2024-04-17 08:00:00,Forskning.no,Norway,NO
Sykefravær - NHO - Næringslivets Hovedorganisasjon,https://news.google.com/rss/articles/CBMicEFVX3lxTE5BZjM2Nk9yX092ejNPVElrRW9mV0lkMWFGelBXVVJJb21RUWEtZUZsWlBlQ1BMN0gtZ0ZuRUVlX3NlX3lVMndNenJiQkMxbWNGRmpSeWVrUk1OOVkwaXJySGkyVm1PZlBKSlN1b0ZlZXY?oc=5,2024-12-12 02:56:04,NHO - Næringslivets Hovedorganisasjon,Norway,NO
1 million GB per sekund internett – ny verdensrekord i Japan - itavisen.no,https://news.google.com/rss/articles/CBMie0FVX3lxTE83al9DZ0g0ME9ueUhMSDVDZUtVXzVsS0x2N2g1dEYtSjV4OFZ0NHB1VGNONERlaUJsSG5BdUdVdmJUcGh2WEk4Vm5icVBTQi11Tmt5NmpaaHlOWkphaUw4emxYdENkeUdpNkw4LVJ3SG1oODhoLVRNckYtVQ?oc=5,2025-06-01 08:00:00,itavisen.no,Norway,NO
Så utrolig blir 6G-nettet når det kommer - Illustrert Vitenskap,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBma0NLcnB5bnBraVVHYVQzRXdfYlNmNDQycW5TUUpyanA0S2tiR1FYdXlrY2NpaHRGTnJZQlpjWkVRRGVaTURWUVM4NTVUNGZuX1pPcjJRbDV5SFJPOV9veXNuZi1nSFhW?oc=5,2022-08-01 08:00:00,Illustrert Vitenskap,Norway,NO
"Fra 5G til 5,5G til 6G - cw.no",https://news.google.com/rss/articles/CBMiW0FVX3lxTE11RmVUa3p3UnpNbnRnNDRwdVRSR3ZOUzY0UEZIbEI2eU8zbllBSks2el9McXNtWkpOeVdpbDJLMzlsNXF4eTBrOGxzRFh0RlJnLW5YUmEyZlRjeEk?oc=5,2023-03-03 08:00:00,cw.no,Norway,NO
Smarttelefonen kan være historie innen få år - NRK,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNMzhGM25XX3c1dl9sTG40YS1CYS00RVhLOVZ3X1BDTGE0TTVVaGZwcm5HdV9HZU4yam05T29SUmVRd1F6cHd0bS1VbDRvbDhzaWxIaUtrZWVPaUl2WWctOUF1cXNzWmhIRkNFMmw4N0lTdjc1SWZaR0hzQ0RDbWFfYUUta0lUMWZTbmZkYmk1MzZMZUwya0E4UFZMbHpFZGFjNVVSaTA2XzYxMndhZG0wckZ3SkxXUURQNGtCNEhsa1M4TExkMjlMaw?oc=5,2019-09-28 08:00:00,NRK,Norway,NO
Arbeiderne får ikke full lønn under sykmelding – men det får sjefene - FriFagbevegelse,https://news.google.com/rss/articles/CBMizgFBVV95cUxNcmcxdHA4bUQyOGNfM0d5dFdXd3dPeDREUzd2TzJWdHI1Rjhabi1fdEVmVHk5c1J1OW8xaTJYbmlLdmZzbmd0TGF0QkU0QWhwVS1fN1d1REJGV1E5T0tnLXhOTUM0eE00MkRoeXIyUUtLRnZpeElUZjFnODlOYkZvTGx0UHM3eUd3aHFLOHpESFFpNlp6dUVkQ1JZV0FGZDBBcHI0OGg5TDg2SE5OY2NYTEJIeUlTdkVtMDRVWk55YV9ySHNqYnBYdGNlSDYtQQ?oc=5,2025-05-22 08:00:00,FriFagbevegelse,Norway,NO
Tek giganter samler seg for å akselerere 6G overgang - Finansavisen,https://news.google.com/rss/articles/CBMipwFBVV95cUxQak90b0tBS241eW9iVXpyUm41Z2I3elB1Z2JOUUQ2QWZhaUlBOGVER0dHZHdPYzZ4UUZITmhWX2c0TTkxUzRFX0JMVGF2SU5aT0ZZWkxsUFY0bEVLTFFMeWw1eWJmU1V0M3IyX0QyTWhIcmszUzFqMWNrNlp3elFNajFiTEVBa1ZvVm5IR2VPUXJoTlhnTVlOOVhNR1BmYnp6S1NiaEViNA?oc=5,2024-06-25 08:00:00,Finansavisen,Norway,NO
Kostnadsberegning av sykefravær - KS,https://news.google.com/rss/articles/CBMilAFBVV95cUxQcWhERElEY0lKRldWblpyZVNGR3Q5bzdfbnVZOFZ0blB2cWZlSzhaZ0Y2X2RvcWl6RGxzQ1p5SXhGMURYV2xjSzhxZ0V6ZEFtV0g3YkJsUVprNzhkYnNUM1lrdmEtWG9LcDV0TFBkYmh6SGg1ZlpBVUVmbE9qREVmRHJNcWJVbnMzbldUajU5bVJMSUtu?oc=5,2024-12-01 08:00:00,KS,Norway,NO
Nav: 20.000 har fått utbetalt feil i dagpenger - Bergens Tidende,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNZ09oak9BN1NHak9xZGpTeThHQXJKaC03X1dmQWpuUjRrUUY3R2lIUXVrM1pMUjI5MHlWYks4NXNwUlN5dDg1SjJGbWtDaF9NSnVWdWxxek5md3hkeUIzNzVKS252VHFpc2drZy0zY3hFanBOUUYwWWt2akdFTTU5N2ZRV2tLUVA1NFM4?oc=5,2024-02-13 08:00:00,Bergens Tidende,Norway,NO
6G – den nye digitale revolusjonen - Digi.no,https://news.google.com/rss/articles/CBMigAFBVV95cUxQeGFUV0ktYjkzTUc4RVBYSV9qYXkyNmtfMldCUVhQMGdfLXl0Mk5tU2hldTJPNTBmTVdVVjdCaHdqQWJ0bFhkV1ZieFFqUmxVa0pfU2E3Q1BHQVI4bWtrZUphVkljM0Vkd2V4ME1FZFJwNTFFOWhrQk9mak5IWUhBMg?oc=5,2022-04-26 08:00:00,Digi.no,Norway,NO
6G blir hundre ganger kjappere: målet er 8000Gb/s - itavisen.no,https://news.google.com/rss/articles/CBMihwFBVV95cUxOdXNSRGgybjB2cnljaXJEeUxWUEZxSy11Uzlvc1JidkJkbE9oSVI2d1JuQ2c5NVhQUXJmSUdNM1NVUVhjYUFnRk9CNTNRazkwcGdXRnoyN0FaUDRrbGxXT21RZHB4T2V5VnR3SXBmZFpxMnVNRjdKSkdrWWxYNlVTbFMtUnBEbTA?oc=5,2020-09-04 08:00:00,itavisen.no,Norway,NO
Kineserne har offisielt begynt å jobbe med 6G-teknologien – kan gi 8000 gigabit per sekund - Digi.no,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNbElZVTNTejVUMUpaSlVmN2xHd1V2bmwtbV96aS1xVWlXYXBVY0pnUlp6U1Zzb2JlaW1wcDJTeG9BQzdXWjVSVm55b1RFOVA1cDBVSE8zSmhZZVR6UUwwbHptSTVUQW9xNWctZG9aS09TSWxKVFYzbUo4S0pqamd3MFRpV2NZRzZ6bGM2VWtmamNUYlZpMDlqVVd6dmdYNlVFQW5yS0g3WW1FT3V2djlzLXBZVk9ha3oyRlNhLUtsNWVNUQ?oc=5,2020-02-03 08:00:00,Digi.no,Norway,NO
Viste mobilkommunikasjon med 6G-teknologi i terahertz-bånd - Digi.no,https://news.google.com/rss/articles/CBMimgFBVV95cUxObHBkMEd2dnl2aElPb3o0SGVmMWo0Zi0wMzJVRy1vc3F5VW0yM1djRWp1d2Fyb0NlQ1NTMGlSeTJIVjF2MHVtNEhhRnY4Qk9LMmFidU1iMnhYNExkVHg3c3B6ekdFQjZJckJKbHRiWFBJV0dCQ1AyTHpsdG5xbEVycnBtUEFwSXFsNWI2U0c3SDg0SmI1aGtHY2l3?oc=5,2022-09-20 08:00:00,Digi.no,Norway,NO
Docomo sikter på 6G og 100 Gbit/s - Digi.no,https://news.google.com/rss/articles/CBMieEFVX3lxTE5iOF9PYVZJVFc0TXF1d216RVp1YXZPcWVVdE9feFVpV3NWTGUzczAwWHhMdUpxU3ZlbWF4YTFQdTRHQi01TG8xUW5GSzVleXhZb2JMWnoxa04xTWNFZEUzcVpnb2s0aVhSeVdGV21nbHNuMzh3SXFKSg?oc=5,2020-01-27 08:00:00,Digi.no,Norway,NO
Professor har jobbet med alt fra 1G til 6G: Målet er den trådløse kabelen - Digi.no,https://news.google.com/rss/articles/CBMirAFBVV95cUxQbkdjZ0t2THV5QzF1c3lYYnFYMFpVU3A0b1VuU3Zma0JEQnlzeGpfbjZNTFlVdzNlcTBHeEJQTGJUNF9NLU10WHZsb0cybTJNNWV4bEFqOWtZZHFoWEQxOWo3MDFhZVdzODdzelljR3oyUzFyS1JDMW5UZ2pMX05ZRG5JRE5haXdzWmc3dFl3TWRCLXVza0tlTkRXdnhuZmFDTjZKQ21paGo1bW9v?oc=5,2019-07-24 08:00:00,Digi.no,Norway,NO
"Dette så vi i Barcelona: Mobil med rulleskjerm, 6G og flyvende basestasjoner - Digi.no",https://news.google.com/rss/articles/CBMigwFBVV95cUxNNXI1eC1sRjBvYi1zU0p4T250eFVQUVd2MExQdEdMSWtuSGhLVThTcEtZbUdKajR0TmVXT3dQcVB2bzdoRjM4RjNGaWNlMEprdnN1d0xsTjlLMFZ3R0JhYlhNWUlWNF96dDZQRlJFX2pHVjBpdkVkeFduelhINFVsWFR1SQ?oc=5,2023-03-03 08:00:00,Digi.no,Norway,NO
"Mens alles øyne er på 5G, lurer Trump på hvorfor USA ikke har begynt å bygge ut 6G-nettet - Digi.no",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPdXN4MHdHVHk4QWFZRGgwekR4TGhYbHg4YmFtdEV3b2JRc0NxNWRjTkZfSHRkbXZzZFlVOEFHNTNNQWhJSU5iMU5zYi1FUzJPMHZMV1RKZXU1UUMxcFRBNUFjVVZLNVF6bThhQUpaRkVBRXVWQWhqNEdvQWJUaVlGYnNPV1hRZzlvT29CUTMwYko0SXlDM3FXV3FpQVQxVjlrdTJNbHZsNjlQNXN4STUxX3Y0cDVNMVhOaFN4NEo1bkJnQkk?oc=5,2019-02-27 08:00:00,Digi.no,Norway,NO
Derfor rammes ikke Kolstad-sjefen av lønnskutt - adressa.no,https://news.google.com/rss/articles/CBMijgFBVV95cUxOTGJyUFJZdkhDMGFuakVVWUdwcEZIWDI1WktTZGlCR0hNenU0N0hOQVp6MFRVU0JJYUkyaFJNWnBlZmNyM01pLXh4SGVNQXFTc0czcHlzTWdvanQ3M2laSzRWUXNGbWd0X2ZwYmhhS1p0WlZ2bmxkZjJ6NGhielJXdE9rVzJjTnYyRkVFX3l3?oc=5,2023-07-13 08:00:00,adressa.no,Norway,NO
fagforbundet-fornoyd-med-stortingets-krisepakke - Fagforbundet,https://news.google.com/rss/articles/CBMilwFBVV95cUxQcEdKem14WklCRVdpSGs2by1aYXJ6aTRyX3Y4MU43ejZvXzlaUDJPZlZtSnY1LTBTeXJ3VlBFNEJ4VWlXVHd1STh4OHotMC00UnJLWXZ1NEp0WjcwckhYS3AwcVdpSE5hZUlGSEF5bjFsY3dIdlFSTnE5eDVPU1dQbHB4aEMyNVRDa3RIYUtIVFhxb2pvZ3Nn?oc=5,2020-03-16 07:00:00,Fagforbundet,Norway,NO
Kampen om teknologien som vil endre verden - Bergens Tidende,https://news.google.com/rss/articles/CBMijgFBVV95cUxQR3R0bHRwV2sxTW1pNy14M2RyMGxaTVJTTy1Ea2g1ck82ZEFUVFY1dUVGODh4NGFrRVBKS2hWaDh3VXNKWjdLRHNtV2ptNjRGX2tMd2tCRGRtODFMNUYyX1FsY09qQjJZVHNqNnNwbnItZVJhZWVsX1RiS05GWkhzTUVmdDV0Z2VrcFhhdVRR?oc=5,2021-02-13 08:00:00,Bergens Tidende,Norway,NO
Sjekk endringen: Nye regler om sykepenger etter lønnsoppgjøret - FriFagbevegelse,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNZGFPRWFBMGlIeXZoUTR6VEZJQ3JiVmsxdVNqUW96Q2xfNHJoazRQUFJMd0t1dEY4SDJFMWlydzc3THpNQmViWWhYSmVqSWpBUy1DWVl1NVNYMFRNbEYyd1hiLUQzUC0xMzRLbHE2VFItbXVTckRaUS1IREVrSk1hUXdPTVlyVHRuaGM2M2Z1aS1NTkVGTUU4NnBzaWhOZV9oLTdSdTFZLTF1aFlGUHpSMzRFa3A1R05obnFtMTVUNFJRWkh4ME14dlJXYVB0UExx?oc=5,2020-08-26 08:00:00,FriFagbevegelse,Norway,NO
Hva er 6G? Her er alt du trenger å vite - TechRadar,https://news.google.com/rss/articles/CBMihAFBVV95cUxOWFQxYmtUYUlmNkpyOEZkNTcybVVUaG5hbjN6ak1yX3Npc0hMTlJuMlh6dW9uWlA3RTBtaVo1b1NXT3h1YnI4UnZKMjZQWG9IUVZaVk9xQlZmSFMzMzNELTFrdFNZYS1jZFdWTFg3SmF5ZmNkQW5SZkhKMEI1VXI2RlVjTkM?oc=5,2020-12-29 08:00:00,TechRadar,Norway,NO
Forberedelsene til neste generasjon mobilnett er i gang - Digi.no,https://news.google.com/rss/articles/CBMioAFBVV95cUxPQnZPYUVSYkplbVZhTzdhSjY4WVUwVEF6aHZpbFhJRlVWWVZVOW1UdjdwbFM0MFhkTDNGNkxCd0xDUlFyUjNvdVJXdUc5dXZuNnVkM3FhMXlRNVA4U1FXQk5CRnZiVWdSWEZOeGVuU0FNRXRrNGRZanRHR3hCY2pHNi1NbkQyQWhqbDU2NFB2VC1oRk5hd1g3X1FucDRSTWhw?oc=5,2024-06-29 08:00:00,Digi.no,Norway,NO
Leger blir også syke - Tidsskrift for Den norske legeforening,https://news.google.com/rss/articles/CBMifkFVX3lxTE4yZVhRUmxRTUZPaHpiZF9qaFlvWmdPT01fdlVSNVZwWWpYX05SdWM2N1BRRXFYNXdpSmZSZzQ4Y2RwZUFZS2dGVVNnODhGc0FDaTNNRE1leEpkbEszZENaVHZaTklqeVhLZjdNSDBrS3hIM3FqRmdDb1pnODVBdw?oc=5,2016-05-01 08:00:00,Tidsskrift for Den norske legeforening,Norway,NO
Her er regjeringens forslag til nye regler for dagpenger under permittering - FriFagbevegelse,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNYWxzZ0I0MlJIS2h3WHhibENSSTZUWFlJSU9uZTk4dVN0NHRra0ZLZHdacXRDclBlUDdZTmt3LXBVWEVQQ1pfVVZlLWp3SFAwUWxvOEJxcTNNU3ZrUHZBbU1zMThKUjhseG8waHNfamU0ME5FelI2U3NTNEtLMXFvbkZmZEZtUDg0T1Z4SGhBWGtjMW9WMUE4T21sVklTd1Vicm1DV0FNNnFIU2hTcWo2cWJIVWdobzhYZjBrQWszVlFScGV0ZGRfOXdFdXo1SXJOcWttTUpzWXhOcVlfbzdXVW5LTTh5ZFdMZXJJ?oc=5,2020-03-13 07:00:00,FriFagbevegelse,Norway,NO
Boligen er den 5. dyreste i Indre Arna det siste året. Se topp fem-listen. - Bergens Tidende,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZUtmb0FoSXZtM2dXZWFtN1VydXQ1Rkpad21hTzJZd2lCb2paQ3lZVl9pTmx0OTA0NDNtZHZ5OURJV1BmY0E4SmtCQzFDYlNlUnBYX3dyemdBM2o0UElIM3cwNERibFpBbDZmal9XZlhPYlBKbDFEVU56cWRLb256dllpSy16WThGNWk4OW82TDJ4dGk3TVNoZzdnbGJWc2FZampMNGFUZWJHaWlzLWU4NGZ1R2tmU0pmNzVR?oc=5,2023-08-13 08:00:00,Bergens Tidende,Norway,NO
Leiligheten er 82 kvadratmeter. Snittprisen er helt i øvre sjikt. - Bergens Tidende,https://news.google.com/rss/articles/CBMisAFBVV95cUxNRE9uVjFKRmQtUlpHTEswM00wVEhtel9TSDctQkFLU2ZKOXVWR0ZtR3pBTmlGMXY2eENDY2s0S2RJNVhCOUxiRDV6bmZpazFXY0l2Sms3TzVxZ0xVaU1aeTVaWTJrYVlpU1R6WVZpVmdxMTlUc2VQV3ljanRfNWhod0dXbHJjQjk0dFdGeUxfX2hmUUNKZ2R6cTh5R0JxMjNlbVUzaDNtRUtZXy1NaFhsMg?oc=5,2022-06-15 08:00:00,Bergens Tidende,Norway,NO
Derfor får du ikke full lønn under permisjonen - Klikk.no,https://news.google.com/rss/articles/CBMimwFBVV95cUxQdmlIM3NLdmdNTW5tWF9KSzNtZkF5TUJ5aDBsTDN4XzlKT3FOMmt3Tk9CS0twTXlZaVprb1NfeWJEMDBLRENkSjdXZVh0cDVpa3lhU18yS09mRDJjMGN5U283R09Hc0lRdG1XYS1DYkw3Q2ZwS2dxV0dDdHNzS0I2Q0VkTG8wcXE2eE0zX2VudnczUzN2eGhIVGJQaw?oc=5,2015-02-28 08:00:00,Klikk.no,Norway,NO
Kongsberg og Nokia inngår avtale - Finansavisen,https://news.google.com/rss/articles/CBMikwFBVV95cUxNZTRERXRKZnRnYXhDeS1ic1pKbS1vZFNsMklOOUNaWlh2czNGTjROUVlHaENqOG1lSFduUmdlbld0cTRVMkdXVkNFbmRYZkxBaVBRVl9VcElRdEFZX1hMVHlGZVJmeFg0TDhZNVBUWEpmRzNqcEVWNWZoYk0xTFpULVNwX3hqQkZXbW1tMXVZYUJQUEk?oc=5,2025-09-11 08:00:00,Finansavisen,Norway,NO
